What is the formula for the yield strength of a cold-worked material ($YS_{cw}$) using the power law?,$YS_{cw} \cong K \epsilon_{cw}^n$
How is the ultimate tensile strength of an annealed material ($UTS_{ann}$) calculated using $K$ and $n$?,$UTS_{ann} = K \left( \frac{n}{e} \right)^n$
The relationship between the UTS of a cold-worked material and an annealed material is $UTS_{cw} = UTS_{ann} \cdot$ _____.,$e^{\epsilon_{cw}}$
What is the definition of 'ductility' ($q^*$) in a tensile test?,$q^* = \frac{A_{ref} - A_{frac}}{A_{ref}}$ where $A_{frac}$ is the area at fracture.
What is the value of the homologous temperature at the recrystallization temperature of a material?,$0.5$
"In the homologous temperature scale, what range defines the 'cold-working' region?",The range between $0$ and $0.3$.
"In the homologous temperature scale, what range defines the 'hot-working' region?",The range between $0.5$ and $0.7$.
What is the characteristic flow stress equation for materials in the hot-working regime?,$\sigma_f = C(\dot{\epsilon})^m$
"In the hot-working flow stress equation, what does the variable $m$ represent?",The strain-rate sensitivity exponent.
Name the three distinct phases of the annealing process.,"Recovery, recrystallization, and grain growth."
"During which phase of annealing do new, strain-free grains form to replace cold-worked grains?",Recrystallization.
What happens to the yield strength of a material during the grain growth phase of annealing?,It is expected to drop due to the formation of coarse grains.
What is 'hydrogen embrittlement' in the context of annealing?,"The absorption of hydrogen creating brittle compounds at grain boundaries, reducing ductility."
The Mathematical Theory of Plasticity involves how many total unknowns?,"10 unknowns (3 displacements, 6 stresses, 1 hydrostatic stress)."
Which yield criterion is described as being more conservative than the von Mises criterion?,The Tresca yield criterion.
What is the purpose of the Levy-Mises flow rule?,To relate plastic strains to stresses during deformation.
"In the elementary theory of plasticity, the 'flow condition' is also known as the _____.",Yield Criterion
How is the engineering strain at the UTS point related to the strain-hardening exponent $n$?,"$\epsilon_{eng, UTS} = e^n - 1$"
True stress ($\sigma$) is related to engineering stress ($\sigma_{eng}$) by the formula $\sigma = \sigma_{eng} \cdot$ _____.,$(1 + \epsilon_{eng})$ or $e^{\epsilon}$
What does the 'weakest link' model explain in a tensile specimen?,Why necking and fracture occur at a specific local section rather than uniformly throughout.
What is the effect of 'overstraining' on the relationship between yield strength and UTS?,The yield strength approaches and roughly equals the UTS ($YS \cong UTS$).
What happens to the hardness of a metal as the dislocation density increases during cold working?,The hardness increases.
Which temperature range in the homologous scale is known as 'warm-working'?,$0.3$ to $0.5$.
"In the context of plasticity, what does 'Py' represent in the definition of yield strength?",The load that causes a $0.2\%$ permanent change in length.
What is the primary factor that reduces the energy required for plastic deformation in real crystals compared to theoretical ones?,Line defects (dislocations).
"In crystalline structures, which metal structure (BCC, FCC, or HCP) is typically the most ductile?",FCC (Face Centred Cubic).
Identify the material constant $K$ in the power law $\sigma_f = K \epsilon^n$.,Strength coefficient.
Explain the significance of the homologous temperature value $1$.,It represents the melting temperature of the material ($T_m$).
What is the result of applying the Maclaurin series expansion to the relation $\epsilon_{eng} = e^{\epsilon} - 1$ for small strains?,Engineering strain and true strain become approximately equal ($\epsilon_{eng} \cong \epsilon$).
How does the flow stress in hot working behave relative to the total strain?,The effect of strain is negligible; it is primarily dependent on strain rate.
"In the annealing process, which stage involves the reduction of internal stresses without changing grain structure?",Recovery.
What is the primary mechanism for the 'apparent' increase in material strength during strain hardening?,The multiplication and entanglement of dislocations hindering further movement.
Calculate the true strain if the initial length is $100\ mm$ and final length is $120\ mm$.,$\epsilon = \ln(120/100) \approx 0.1823$.
What governs the location of the weakest site in a test specimen?,"Raw material quality, processing techniques, and manufacturing methods (geometry/tolerances)."
Why is the von Mises yield criterion often preferred over the Tresca criterion in engineering practice?,It is generally more accurate (less conservative) for ductile materials.
True or False: A perfect crystal would be much stronger than real engineering metals.,True (by 100 to 1000 folds).
"According to slide 3.11, what is the mathematical condition for the maximum load $P_{max}$ in a tensile test?",$\frac{dP}{d\epsilon_{eng}} = 0$.
What is the relationship between the area $A$ and true strain $\epsilon$ assuming volume constancy?,$A = A_0 e^{-\epsilon}$.
What happens to the dislocation density during the 'recovery' phase of annealing?,It decreases slightly as dislocations rearrange into lower-energy configurations.
The yield strength of an annealed material is approximately equal to which parameter of the power law?,The flow stress at very low strain ($\sigma_{f0}$).
"If a workpiece is strained beyond the strain at UTS in a bulk-forming process like rolling, why might it not fracture?",The stress state (compressive) prevents the growth of voids that lead to necking in tension.
What are the units for dislocation density?,$cm/cm^3$ or $cm^{-2}$.
